tournament_id,match_id,game_id
2096,370729,178716
2096,370727,178708
2096,370727,178707
2096,370729,178718
2096,370727,178709
2005,314340,163239
2096,370727,178710
2005,314340,163240
2005,314341,163242
2005,314340,163241
2005,314341,163243
2005,314341,163244
2005,314342,163245
2005,314342,163246
2005,314342,163247
2005,314343,163248
2005,314344,163251
2005,314343,163249
2005,314344,163252
2005,314346,163257
2005,314346,163259
2005,314346,163258
2005,314347,163260
2005,314347,163262
2005,314347,163261
2005,314345,163255
2005,314345,163254
2005,314348,163263
2005,314348,163264
2005,314349,163267
2005,314349,163266
2005,314350,163270
2005,314350,163269
2005,314349,163268
2005,314351,163272
2005,314351,163274
2005,314351,163273
2005,314352,163275
2005,314352,163276
2005,314353,163278
2005,314353,163279
2005,314354,163282
2005,314354,163281
2005,314354,163283
2005,314355,163284
2005,314356,163288
2005,314356,163287
2005,314355,163285
2005,314355,163286
2005,314357,163291
2005,314357,163290
2005,314357,163292
2005,314358,163294
2005,314358,163293
2005,314358,163295
2005,314359,163296
2005,314360,163300
2005,314359,163297
2005,314360,163299
2005,314360,178343
2005,314361,163303
2005,314361,163302
2005,314361,163304
2005,314362,163306
2005,314363,163309
2005,314363,163308
2005,314362,163305
2005,314363,163310
2005,314364,163313
2005,365318,176175
2005,314364,163312
2005,314364,163311
2005,314362,163307
2005,365316,176169
2005,365318,176176
2005,365316,176170
2005,365319,176178
2005,365317,176172
2005,365317,176173
2005,365319,176179
2005,365320,176182
2005,365320,176183
2005,365320,176181
2005,365322,176190
2005,365322,176189
2005,365323,176192
2005,365323,176193
2005,365323,176194
2005,365323,176196
2094,353153,173346
2005,365323,176195
2005,365321,176186
2005,365321,176185
2005,365321,176187
2094,353153,173347
2005,365321,176184
2094,353153,173348
2094,353154,173349
2094,353154,173350
2094,353154,173351
2094,353155,173352
2094,353155,173353
2094,353157,173358
2094,353157,173360
2094,353157,173359
2094,353156,173355
2094,353156,173356
2094,353159,173365
2094,353159,173364
2094,353158,173361
2094,353158,173362
2094,353202,173490
2094,353161,173371
2094,353161,173370
2094,353202,173491
2094,353160,173367
2094,353160,173368
2094,353162,173373
2094,353160,173369
2094,353162,173374
2094,353165,173382
2094,353166,173386
2094,353163,173377
2094,353164,173380
2094,353163,173376
2094,353164,173379
2094,353165,173383
2094,353167,173389
2094,353166,173385
2094,353168,173391
2094,353167,173388
2094,353166,173387
2094,353168,173392
2094,353169,173394
2094,353169,173395
2094,353170,173397
2094,353171,173400
2094,353172,173404
2094,353172,173403
2094,353170,173398
2094,353171,173401
2094,353170,173399
2094,353171,173402
2094,353173,173406
2094,353173,173407
2094,353203,173493
2094,353174,173409
2094,353174,173410
2094,353175,173412
2094,353175,173413
2094,353173,173408
2094,353203,173494
2094,353203,173495
2094,353175,173414
2094,371278,178847
2094,371278,178849
2094,371278,178848
2094,371279,178851
